DIST,LAN_1,lan1_MembES,lan1_Wiki,LAN_2,lan2_MembES,lan2_Wiki
2.8284271247461903,Spn,True,es,Trk,False,tr
2.8284271247461903,Bsq,False,eu,Rom,True,ro
2.8284271247461903,Fin,False,fi,Swd,True,sv
2.8284271247461903,Fin,False,fi,Nor,True,no
2.8284271247461903,Fin,False,fi,It,True,it
2.8284271247461903,Fin,False,fi,Prt,True,pt
2.8284271247461903,Fin,False,fi,Spn,True,es
2.8284271247461903,It,True,it,Trk,False,tr
2.8284271247461903,It,True,it,Arm,False,hy
2.8284271247461903,It,True,it,Est,False,et
2.8284271247461903,It,True,it,Fin,False,fi
2.8284271247461903,Prt,True,pt,Fin,False,fi
2.8284271247461903,Prt,True,pt,Est,False,et
2.8284271247461903,Brt,False,br,Grm,True,de
2.8284271247461903,Prt,True,pt,Arm,False,hy
2.8284271247461903,Prt,True,pt,Trk,False,tr
2.8284271247461903,Brt,False,br,Alb,True,sq
2.8284271247461903,Rom,True,ro,Bsq,False,eu
2.8284271247461903,Rom,True,ro,Grg,False,ka
2.8284271247461903,Grg,False,ka,Dut,True,nl
2.8284271247461903,Wel,False,cy,Swd,True,sv
2.8284271247461903,Wel,False,cy,Nor,True,no
2.8284271247461903,Rom,True,ro,Tat,False,tt
3.0,Eng,True,en,Pol,True,pl
3.0,Eng,True,en,Wel,False,cy
3.0,Eng,True,en,Fin,False,fi
3.0,It,True,it,Tat,False,tt
3.0,Spn,True,es,Tat,False,tt
3.0,Fr,True,fr,Brt,False,br
3.0,Est,False,et,Dut,True,nl
3.0,Trk,False,tr,Rus,True,ru
3.0,Eng,True,en,Est,False,et
3.0,Trk,False,tr,Rom,True,ro
3.0,Eng,True,en,Sln,True,sl
3.0,Est,False,et,Grk,True,el
3.0,Trk,False,tr,Grk,True,el
3.0,Trk,False,tr,Eng,True,en
3.0,Trk,False,tr,Dut,True,nl
3.0,Est,False,et,Eng,True,en
3.0,Fr,True,fr,Fin,False,fi
3.0,Tat,False,tt,Prt,True,pt
3.0,Bsq,False,eu,Grm,True,de
3.0,Prt,True,pt,Tat,False,tt
3.0,Rus,True,ru,Nor,True,no
3.0,Rus,True,ru,Swd,True,sv
3.0,Rus,True,ru,Brt,False,br
3.0,Grm,True,de,Bsq,False,eu
3.0,Grm,True,de,Grg,False,ka
3.0,Tat,False,tt,Spn,True,es
3.0,Brt,False,br,Fr,True,fr
3.0,Eng,True,en,Trk,False,tr
3.0,Fin,False,fi,Fr,True,fr
3.0,Eng,True,en,Arm,False,hy
3.0,Fin,False,fi,Eng,True,en
3.0,Tat,False,tt,Alb,True,sq
3.0,Tat,False,tt,It,True,it
3.0,Wel,False,cy,Rom,True,ro
3.0,Grg,False,ka,Grm,True,de
3.0,Brt,False,br,Rus,True,ru
3.0,Rus,True,ru,Trk,False,tr
3.0,Sln,True,sl,Eng,True,en
3.0,Alb,True,sq,Tat,False,tt
3.0,Pol,True,pl,Eng,True,en
3.0,Arm,False,hy,Eng,True,en
3.0,Arm,False,hy,Grk,True,el
3.0,Swd,True,sv,Rus,True,ru
3.0,Eng,True,en,Ukr,True,uk
3.0,Grk,True,el,Est,False,et
3.0,Grk,True,el,Trk,False,tr
3.0,Wel,False,cy,Dut,True,nl
3.0,Dut,True,nl,Trk,False,tr
3.0,Dut,True,nl,Arm,False,hy
3.0,Dut,True,nl,Est,False,et
3.0,Dut,True,nl,Wel,False,cy
3.0,Grk,True,el,Arm,False,hy
3.0,Nor,True,no,Rus,True,ru
3.0,Wel,False,cy,Eng,True,en
3.0,Rom,True,ro,Wel,False,cy
3.0,Rom,True,ro,Trk,False,tr
3.0,Ukr,True,uk,Eng,True,en
3.0,Arm,False,hy,Dut,True,nl
3.1622776601683795,Alb,True,sq,Trk,False,tr
3.1622776601683795,Tat,False,tt,Eng,True,en
3.1622776601683795,Tat,False,tt,Grk,True,el
3.1622776601683795,Grg,False,ka,Fr,True,fr
3.1622776601683795,Fin,False,fi,Grm,True,de
3.1622776601683795,It,True,it,Wel,False,cy
3.1622776601683795,Eng,True,en,Tat,False,tt
3.1622776601683795,Tat,False,tt,Dut,True,nl
3.1622776601683795,Prt,True,pt,Wel,False,cy
3.1622776601683795,Grm,True,de,Wel,False,cy
3.1622776601683795,Grm,True,de,Fin,False,fi
3.1622776601683795,Grk,True,el,Grg,False,ka
3.1622776601683795,Arm,False,hy,Grm,True,de
3.1622776601683795,Grm,True,de,Est,False,et
3.1622776601683795,Trk,False,tr,Alb,True,sq
3.1622776601683795,Grg,False,ka,Grk,True,el
3.1622776601683795,Dut,True,nl,Tat,False,tt
3.1622776601683795,Trk,False,tr,Grm,True,de
3.1622776601683795,Grm,True,de,Arm,False,hy
3.1622776601683795,Est,False,et,Grm,True,de
3.1622776601683795,Alb,True,sq,Wel,False,cy
3.1622776601683795,Wel,False,cy,Prt,True,pt
3.1622776601683795,Spn,True,es,Wel,False,cy
3.1622776601683795,Eng,True,en,Bsq,False,eu
3.1622776601683795,Wel,False,cy,Grm,True,de
3.1622776601683795,Wel,False,cy,Alb,True,sq
3.1622776601683795,Wel,False,cy,Spn,True,es
3.1622776601683795,Fr,True,fr,Grg,False,ka
3.1622776601683795,Grm,True,de,Trk,False,tr
3.1622776601683795,Grk,True,el,Tat,False,tt
3.1622776601683795,Wel,False,cy,It,True,it
3.1622776601683795,Bsq,False,eu,Eng,True,en
3.3166247903554,Trk,False,tr,Fr,True,fr
3.3166247903554,Fr,True,fr,Trk,False,tr
3.3166247903554,Wel,False,cy,Grk,True,el
3.3166247903554,Grm,True,de,Tat,False,tt
3.3166247903554,Fr,True,fr,Arm,False,hy
3.3166247903554,Fr,True,fr,Wel,False,cy
3.3166247903554,Est,False,et,Fr,True,fr
3.3166247903554,Arm,False,hy,Fr,True,fr
3.3166247903554,Wel,False,cy,Fr,True,fr
3.3166247903554,Fr,True,fr,Est,False,et
3.3166247903554,Tat,False,tt,Grm,True,de
3.3166247903554,Grk,True,el,Wel,False,cy
3.4641016151377544,Fr,True,fr,Tat,False,tt
3.4641016151377544,Tat,False,tt,Fr,True,fr
